kll|genki|state|jlpt|type|writing|reading|english
||hidden|n1|other|煌びやか|きらびやか|gorgeous, gaudy, dazzling, gay
||hidden|n1|other|切り|きり|limits, end, bounds, period, place to leave off, closing sentence, all there is, only, since
||hidden|n1|other|桐|きり|paulownia tree
||hidden|n1|other|切り替える|きりかえる|to change, to exchange, to convert, to renew, to throw a switch, to replace, to switch over
||hidden|n1|other|気流|きりゅう|atmospheric current
||hidden|n1|other|奇麗|きれい|pretty, clean, nice, tidy, beautiful, fair
||hidden|n1|other|切れ目|きれめ|break, pause, gap, end, rift, interruption, cut, section, notch, incision, end (of a task)
||hidden|n1|other|際|きわ|edge, brink, verge, side
||hidden|n1|other|木綿|きわた|cotton
||hidden|n1|other|極めて|きわめて|exceedingly, extremely
||hidden|n1|other|僅|きん|a little, small quantity
||hidden|n1|other|近眼|きんがん|nearsightedness, shortsightedness, myopia
||hidden|n1|other|緊急|きんきゅう|urgent, pressing, emergency
||hidden|n1|other|近々|きんきん|nearness, before long
||hidden|n1|other|近郊|きんこう|suburbs, outskirts
||hidden|n1|other|均衡|きんこう|equilibrium, balance
||hidden|n1|other|近視|きんし|shortsightedness
||hidden|n1|other|禁じる|きんじる|to prohibit
||hidden|n1|other|禁ずる|きんずる|to forbid, to suppress
||hidden|n1|other|勤勉|きんべん|industry, diligence
||hidden|n1|other|勤務|きんむ|service, duty, work
||hidden|n1|other|禁物|きんもつ|taboo, forbidden thing
||hidden|n1|other|勤労|きんろう|labor, exertion, diligent service
||hidden|n1|other|議案|ぎあん|legislative bill
||hidden|n1|other|戯曲|ぎきょく|play, drama
||hidden|n1|other|議決|ぎけつ|resolution, decision, vote
||hidden|n1|other|議事堂|ぎじどう|Diet building
||hidden|n1|other|犠牲|ぎせい|sacrifice
||hidden|n1|other|偽造|ぎぞう|forgery, falsification, fabrication, counterfeiting
||hidden|n1|other|議題|ぎだい|topic of discussion, agenda
||hidden|n1|other|技能|ぎのう|technical skill, ability, capacity
||hidden|n1|other|逆転|ぎゃくてん|(sudden) change, reversal, turn-around, coming from behind (baseball)
||hidden|n1|other|行|ぎょう|line, row, verse
||hidden|n1|other|業者|ぎょうしゃ|trader, merchant
||hidden|n1|other|行政|ぎょうせい|administration
||hidden|n1|other|業績|ぎょうせき|achievement, performance, results, work, contribution
||hidden|n1|other|業務|ぎょうむ|business, affairs, duties, work
||hidden|n1|other|玉|ぎょく|king (shogi)
||hidden|n1|other|漁船|ぎょせん|fishing boat
||hidden|n1|other|漁村|ぎょそん|fishing village
||hidden|n1|other|義理|ぎり|duty, sense of duty, honor, decency, courtesy, debt of gratitude, social obligation
||hidden|n1|other|疑惑|ぎわく|doubt, misgivings, distrust, suspicion
||hidden|n1|other|吟味|ぎんみ|testing, scrutiny, careful investigation
||hidden|n1|other|区|く|ward, district, section
||hidden|n1|other|食い違う|くいちがう|to cross each other, to run counter to, to differ, to clash, to go awry
||hidden|n1|other|空腹|くうふく|hunger
||hidden|n1|other|区画|くかく|division, section, compartment, boundary, area, block
||hidden|n1|other|区間|くかん|section (of track etc)
||hidden|n1|other|茎|くき|stalk
||hidden|n1|other|区切り|くぎり|an end, a stop, punctuation
||hidden|n1|other|潜る|くぐる|1. to drive, to pass through, 2. to evade, to hide, 3. to dive (into or under water), to go undergro
||hidden|n1|other|種々|くさぐさ|variety
||hidden|n1|other|嚏|くしゃみ|sneeze
||hidden|n1|other|旧事|くじ|past events, bygones
||hidden|n1|other|籤引|くじびき|lottery, drawn lot
||hidden|n1|other|擽ぐったい|くすぐったい|ticklish
||hidden|n1|other|草臥れる|くたびれる|to get tired, to wear out
||hidden|n1|other|下らない|くだらない|good-for-nothing, stupid, trivial, worthless
||hidden|n1|other|件|くだん|example, precedent, the usual, the said, the above-mentioned, (man) in question
||hidden|n1|other|口ずさむ|くちずさむ|to hum something, to sing to oneself
||hidden|n1|other|嘴|くちばし|beak, bill
||hidden|n1|other|朽ちる|くちる|to rot
||hidden|n1|other|くっきり|くっきり|distinctly, clearly, boldly
||hidden|n1|other|屈折|くっせつ|bending, indentation, refraction
||hidden|n1|other|くっ付く|くっつく|to adhere to, to keep close to
||hidden|n1|other|くっ付ける|くっつける|to attach
||hidden|n1|other|覆す|くつがえす|to overturn, to upset, to overthrow, to undermine
||hidden|n1|other|諄い|くどい|verbose, importunate, heavy (taste)
||hidden|n1|other|国境|くにざかい|national or state border
||hidden|n1|other|首飾り|くびかざり|necklace
||hidden|n1|other|首輪|くびわ|necklace, choker
||hidden|n1|other|組み合わせ|くみあわせ|combination
||hidden|n1|other|組み合わせる|くみあわせる|to join together, to combine, to join up
||hidden|n1|other|組み込む|くみこむ|to insert, to include, to cut in (printing)
||hidden|n1|other|蔵|くら|warehouse, cellar, magazine, granary, godown, depository, treasury, elevator
||hidden|n1|other|苦しめる|くるしめる|to torment, to harass, to inflict pain
||hidden|n1|other|包む|くるむ|to be engulfed in, to be enveloped by, to wrap up, to tuck in, to pack, to do up, to cover with, to dress i
||hidden|n1|other|黒字|くろじ|balance (figure) in the black
||hidden|n1|other|君主|くんしゅ|ruler, monarch
||hidden|n1|other|愚痴|ぐち|idle complaint, grumble
||hidden|n1|other|ぐっと|ぐっと|firmly, fast, much, more
||hidden|n1|other|ぐらい|ぐらい|approximately
||hidden|n1|other|群|ぐん|group (math)
||hidden|n1|other|軍艦|ぐんかん|warship, battleship
||hidden|n1|other|群集|ぐんしゅう|(social) group, crowd, throng, mob, multitude
||hidden|n1|other|軍事|ぐんじ|military affairs
||hidden|n1|other|軍備|ぐんび|armaments, military preparations
||hidden|n1|other|軍服|ぐんぷく|military or naval uniform
||hidden|n1|other|刑|けい|penalty, sentence, punishment
||hidden|n1|other|頃|けい|time, about, toward, approximately (time)
||hidden|n1|other|傾|けい|lean, incline
||hidden|n1|other|系|けい|system, lineage, group
||hidden|n1|other|経過|けいか|passage, expiration, progress
||hidden|n1|other|軽快|けいかい|rhythmical (e.g. melody), casual (e.g. dress), light, nimble
||hidden|n1|other|警戒|けいかい|warning, admonition, vigilance
||hidden|n1|other|計器|けいき|meter, gauge
||hidden|n1|other|契機|けいき|opportunity, chance
||hidden|n1|other|敬具|けいぐ|Sincerely yours
||hidden|n1|other|軽減|けいげん|abatement
||hidden|n1|other|掲載|けいさい|appearance (e.g. article in paper)
||hidden|n1|other|傾斜|けいしゃ|inclination, slant, slope, bevel, list, dip
||hidden|n1|other|形成|けいせい|formation
||hidden|n1|other|形勢|けいせい|condition, situation, prospects
||hidden|n1|other|軽率|けいそつ|rash, thoughtless, careless, hasty
||hidden|n1|other|携帯|けいたい|carrying something
||hidden|n1|other|形態|けいたい|form, shape, figure
||hidden|n1|other|刑罰|けいばつ|judgement, penalty, punishment
||hidden|n1|other|経費|けいひ|expenses, cost, outlay
||hidden|n1|other|警部|けいぶ|police inspector
||hidden|n1|other|軽蔑|けいべつ|scorn, disdain
||hidden|n1|other|経歴|けいれき|personal history, career
||hidden|n1|other|経路|けいろ|course, route, channel
||hidden|n1|other|汚す|けがす|to disgrace, to dishonour
||hidden|n1|other|汚らわしい|けがらわしい|filthy, unfair
||hidden|n1|other|汚れ|けがれ|uncleanness, impurity, disgrace
||hidden|n1|other|汚れる|けがれる|to get dirty, to become dirty
||hidden|n1|other|獣|けだもの|beast, brute
||hidden|n1|other|吝嗇|けち|stinginess, miser, miserliness, skinflint, tightwad, niggard, pinching pennies
||hidden|n1|other|結核|けっかく|tuberculosis, tubercule
||hidden|n1|other|血管|けっかん|blood vessel
||hidden|n1|other|決行|けっこう|doing (with resolve), carrying out (i.e. a plan)
||hidden|n1|other|決算|けっさん|balance sheet, settlement of accounts
||hidden|n1|other|決勝|けっしょう|decision of a contest, finals (in sports)
||hidden|n1|other|結晶|けっしょう|crystal, crystallization
||hidden|n1|other|結成|けっせい|formation
||hidden|n1|other|結束|けっそく|union, unity
||hidden|n1|other|傑|けつ|excellence
||hidden|n1|other|決意|けつい|decision, determination
||hidden|n1|other|決議|けつぎ|resolution, vote, decision
||hidden|n1|other|結合|けつごう|combination, union
||hidden|n1|other|決断|けつだん|decision, determination
||hidden|n1|other|欠乏|けつぼう|want, shortage, famine
||hidden|n1|other|蹴飛ばす|けとばす|to kick away, to kick off, to kick (someone), to refuse, to reject
||hidden|n1|other|貶す|けなす|to speak ill of
||hidden|n1|other|煙たい|けむたい|smoky, feeling awkward
||hidden|n1|other|煙る|けむる|to smoke (e.g. fire)
||hidden|n1|other|家来|けらい|retainer, retinue, servant
||hidden|n1|other|けれど|けれど|but, however
||hidden|n1|other|圏|けん|sphere, circle, range
||hidden|n1|other|権|けん|authority, the right (to do something)
||hidden|n1|other|権威|けんい|authority, power, influence
||hidden|n1|other|兼業|けんぎょう|side line, second business
||hidden|n1|other|権限|けんげん|power, authority, jurisdiction
||hidden|n1|other|健在|けんざい|in good health, well
||hidden|n1|other|懸賞|けんしょう|offering prizes, winning, reward
||hidden|n1|other|検事|けんじ|public prosecutor
||hidden|n1|other|健全|けんぜん|health, soundness, wholesome
||hidden|n1|other|見地|けんち|point of view
||hidden|n1|other|賢明|けんめい|wisdom, intelligence, prudence
||hidden|n1|other|倹約|けんやく|thrift, economy, frugality
||hidden|n1|other|兼用|けんよう|multi-use, combined use, combination, serving two purposes
||hidden|n1|other|権力|けんりょく|power, authority, influence
||hidden|n1|other|劇団|げきだん|troupe, theatrical company
||hidden|n1|other|激励|げきれい|encouragement
||hidden|n1|other|月謝|げっしゃ|monthly tuition fee
||hidden|n1|other|げっそり|げっそり|being disheartened, losing weight
||hidden|n1|other|月賦|げっぷ|monthly installment
||hidden|n1|other|下痢|げり|diarrhoea
||hidden|n1|other|原|げん|original, primitive, primary, fundamental, raw
||hidden|n1|other|原形|げんけい|original form, base form
||hidden|n1|other|現行|げんこう|present, current, in operation
||hidden|n1|other|原作|げんさく|original work
||hidden|n1|other|原子|げんし|atom
||hidden|n1|other|元首|げんしゅ|ruler, sovereign
||hidden|n1|other|原書|げんしょ|original document
||hidden|n1|other|減少|げんしょう|decrease, reduction, decline
||hidden|n1|other|現場|げんじょう|actual spot, scene, scene of the crime
||hidden|n1|other|元素|げんそ|chemical element
||hidden|n1|other|原則|げんそく|principle, general rule
||hidden|n1|other|現像|げんぞう|developing (film)
||hidden|n1|other|現地|げんち|actual place, local
||hidden|n1|other|限定|げんてい|limit, restriction
||hidden|n1|other|原点|げんてん|origin (coordinates), starting point
||hidden|n1|other|原典|げんてん|original (text)
||hidden|n1|other|減点|げんてん|subtract, give a demerit
||hidden|n1|other|原爆|げんばく|atomic bomb
||hidden|n1|other|原文|げんぶん|the text, original
||hidden|n1|other|厳密|げんみつ|strict, close
||hidden|n1|other|原油|げんゆ|crude oil
||hidden|n1|other|言論|げんろん|discussion
||hidden|n1|other|故|こ|the late (deceased)
||hidden|n1|other|戸|こ|counter for houses
||hidden|n1|other|児|こ|child, the young of animals
||hidden|n1|other|巨|こ|big, large, great
||hidden|n1|other|恋する|こいする|to fall in love with, to love
||hidden|n1|other|溝|こう|10^38, hundred undecillion (American), hundred sextillion (British)
||hidden|n1|other|校|こう|-school, proof
||hidden|n1|other|好意|こうい|good will, favor, courtesy
||hidden|n1|other|行為|こうい|act, deed, conduct
||hidden|n1|other|行員|こういん|bank clerk
||hidden|n1|other|交易|こうえき|trade, commerce
||hidden|n1|other|公演|こうえん|public performance
||hidden|n1|other|後悔|こうかい|regret, repentance
||hidden|n1|other|公開|こうかい|presenting to the public
||hidden|n1|other|航海|こうかい|sail, voyage
||hidden|n1|other|工学|こうがく|engineering
||hidden|n1|other|皇居|こうきょ|Imperial Palace
||hidden|n1|other|好況|こうきょう|prosperous conditions, healthy economy
||hidden|n1|other|抗議|こうぎ|protest, objection
||hidden|n1|other|鉱業|こうぎょう|mining industry
||hidden|n1|other|興業|こうぎょう|industrial enterprise
||hidden|n1|other|高原|こうげん|tableland, plateau
||hidden|n1|other|煌々と|こうこうと|brilliantly, brightly
||hidden|n1|other|考古学|こうこがく|archaeology
||hidden|n1|other|交互|こうご|mutual, reciprocal, alternate
||hidden|n1|other|工作|こうさく|work, construction, handicraft, maneuvering
||hidden|n1|other|耕作|こうさく|cultivation, farming
||hidden|n1|other|鉱山|こうざん|mine (ore)
||hidden|n1|other|講習|こうしゅう|short course, training
||hidden|n1|other|交渉|こうしょう|negotiations, discussions, connection
||hidden|n1|other|高尚|こうしょう|high, noble, refined, advanced
||hidden|n1|other|行進|こうしん|march, parade
||hidden|n1|other|香辛料|こうしんりょう|spices
||hidden|n1|other|口述|こうじゅつ|verbal statement
||hidden|n1|other|控除|こうじょ|subsidy, deduction
||hidden|n1|other|向上|こうじょう|elevation, rise, improvement, advancement, progress
||hidden|n1|other|降水|こうすい|rainfall, precipitation
||hidden|n1|other|洪水|こうずい|flood
||hidden|n1|other|公然|こうぜん|open (e.g. secret), public, official
||hidden|n1|other|抗争|こうそう|dispute, resistance
||hidden|n1|other|構想|こうそう|plan, plot, idea, conception
||hidden|n1|other|拘束|こうそく|restriction, restraint
||hidden|n1|other|後退|こうたい|retreat, backspace (BS)
||hidden|n1|other|光沢|こうたく|brilliance, polish, lustre, glossy finish (of photographs)
||hidden|n1|other|公団|こうだん|public corporation
||hidden|n1|other|好調|こうちょう|favourable, promising, satisfactory, in good shape
||hidden|n1|other|口頭|こうとう|oral
||hidden|n1|other|講読|こうどく|reading, translation
||hidden|n1|other|購読|こうどく|subscription (e.g. magazine)
||hidden|n1|other|購入|こうにゅう|purchase, buy
||hidden|n1|other|公認|こうにん|official recognition, authorization, licence, accreditation
||hidden|n1|other|光熱費|こうねつひ|cost of fuel and light
||hidden|n1|other|荒廃|こうはい|ruin
||hidden|n1|other|購買|こうばい|purchase, buy
||hidden|n1|other|好評|こうひょう|popularity, favorable reputation
||hidden|n1|other|交付|こうふ|delivering, furnishing (with copies)
||hidden|n1|other|降伏|こうふく|capitulation, surrender, submission
||hidden|n1|other|興奮|こうふん|excitement, stimulation, agitation, arousal
||hidden|n1|other|公募|こうぼ|public appeal, public contribution
||hidden|n1|other|巧妙|こうみょう|ingenious, skillful, clever, deft
||hidden|n1|other|公用|こうよう|government business, public use, public expense
||hidden|n1|other|小売|こうり|retail
||hidden|n1|other|効率|こうりつ|efficiency
||hidden|n1|other|公立|こうりつ|public (institution)
||hidden|n1|other|小柄|こがら|short (build)
||hidden|n1|other|小切手|こぎって|cheque, check
||hidden|n1|other|国産|こくさん|domestic products
||hidden|n1|other|国定|こくてい|state-sponsored, national
||hidden|n1|other|国土|こくど|realm
||hidden|n1|other|告白|こくはく|confession, acknowledgement
||hidden|n1|other|国防|こくぼう|national defence
||hidden|n1|other|国有|こくゆう|national ownership
||hidden|n1|other|国連|こくれん|U.N., United Nations
||hidden|n1|other|漕ぐ|こぐ|to row, to scull, to pedal
||hidden|n1|other|焦げ茶|こげちゃ|black tea
||hidden|n1|other|個々|ここ|individual, one by one
||hidden|n1|other|箇箇|ここ|individual, separate
||hidden|n1|other|心地|ここち|feeling, sensation, mood
||hidden|n1|other|心得|こころえ|knowledge, information
||hidden|n1|other|心掛け|こころがけ|readiness, intention, aim
||hidden|n1|other|心掛ける|こころがける|to bear in mind, to aim to do
||hidden|n1|other|志|こころざし|will, intention, motive
||hidden|n1|other|志す|こころざす|to plan, to intend, to aspire to, to set aims (sights on)
||hidden|n1|other|心強い|こころづよい|heartening, reassuring
||hidden|n1|other|心細い|こころぼそい|helpless, forlorn, hopeless, unpromising, lonely, discouraging, disheartening
||hidden|n1|other|試み|こころみ|trial, experiment
||hidden|n1|other|試みる|こころみる|to try, to test
||hidden|n1|other|快い|こころよい|pleasant, agreeable
||hidden|n1|other|凝らす|こごらす|to freeze, to congeal
||hidden|n1|other|凝る|こごる|to congeal, to freeze
||hidden|n1|other|拵える|こしらえる|to make, to manufacture
||hidden|n1|other|孤児|こじ|orphan
||hidden|n1|other|拗れる|こじれる|to get complicated, to grow worse
||hidden|n1|other|故人|こじん|the deceased, old friend
||hidden|n1|other|梢|こずえ|treetop
||hidden|n1|other|個性|こせい|individuality, personality, idiosyncrasy
||hidden|n1|other|戸籍|こせき|census, family register
||hidden|n1|other|小銭|こぜに|coins, small change
||hidden|n1|other|火燵|こたつ|table with heater, (orig) charcoal brazier in a floor well
||hidden|n1|other|古代|こだい|ancient times
||hidden|n1|other|こだわる|こだわる|to fuss over, to be particular about, to be concerned about
||hidden|n1|other|誇張|こちょう|exaggeration
||hidden|n1|other|滑稽|こっけい|funny, humorous, comical, laughable, ridiculous, joking
||hidden|n1|other|国交|こっこう|diplomatic relations
||hidden|n1|other|骨董品|こっとうひん|curio
||hidden|n1|other|骨|こつ|knack, skill
||hidden|n1|other|固定|こてい|fixation
||hidden|n1|other|事柄|ことがら|matter, thing, affair, circumstance
||hidden|n1|other|悉く|ことごとく|altogether, entirely
||hidden|n1|other|言伝|ことづて|declaration, hearsay
||hidden|n1|other|殊に|ことに|especially, above all
||hidden|n1|other|事によると|ことによると|depending on the circumstances
||hidden|n1|other|孤独|こどく|isolation, loneliness, solitude
||hidden|n1|other|粉々|こなごな|in very small pieces
||hidden|n1|other|此の|この|this
||hidden|n1|other|零れる|こぼれる|to overflow, to spill
||hidden|n1|other|細やか|こまやか|friendly
||hidden|n1|other|混む|こむ|to be crowded
||hidden|n1|other|込める|こめる|to include, to put into
||hidden|n1|other|篭る|こもる|to seclude oneself, to be confined in, to be implied, to be stuffy
||hidden|n1|other|固有|こゆう|characteristic, tradition, peculiar, inherent, eigen-
||hidden|n1|other|雇用|こよう|employment (long term), hire
||hidden|n1|other|暦|こよみ|calendar, almanac
||hidden|n1|other|堪える|こらえる|to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t
||hidden|n1|other|孤立|こりつ|isolation, helplessness
||hidden|n1|other|懲りる|こりる|to learn by experience, to be disgusted with
||hidden|n1|other|此れ|これ|this
||hidden|n1|other|此れ等|これら|these
||hidden|n1|other|魂|こん|soul, spirit
||hidden|n1|other|根気|こんき|patience, perseverance, energy
||hidden|n1|other|根拠|こんきょ|basis, foundation
||hidden|n1|other|混血|こんけつ|mixed race, mixed parentage
||hidden|n1|other|昆虫|こんちゅう|insect, bug
||hidden|n1|other|根底|こんてい|root, basis, foundation
||hidden|n1|other|混同|こんどう|confusion, mixing, merger
||hidden|n1|other|今日は|こんにちは|hello, good day (daytime greeting id)
||hidden|n1|other|今晩は|こんばんは|good evening
||hidden|n1|other|根本|こんぽん|origin, source, foundation, root, base, principle
||hidden|n1|other|御|ご|go-, honourable
||hidden|n1|other|語彙|ごい|vocabulary, glossary
||hidden|n1|other|濠|ごう|moat
||hidden|n1|other|業|ごう|Buddhist karma, actions committed in a former life
||hidden|n1|other|号|ごう|number, issue
||hidden|n1|other|合意|ごうい|agreement, consent, mutual understanding
||hidden|n1|other|合議|ごうぎ|consultation, conference
||hidden|n1|other|強気|ごうぎ|great, grand
||hidden|n1|other|合成|ごうせい|synthesis, composition, synthetic, composite, mixed, combined, compound
||hidden|n1|other|護衛|ごえい|guard, convoy, escort
||hidden|n1|other|語句|ごく|words, phrases
||hidden|n1|other|極楽|ごくらく|paradise
||hidden|n1|other|ご苦労様|ごくろうさま|Thank you very much for your....
||hidden|n1|other|語源|ごげん|word root, word derivation, etymology
||hidden|n1|other|誤差|ごさ|error
||hidden|n1|other|ご座います|ございます|to be (polite), to exist
||hidden|n1|other|ご馳走|ごちそう|feast, treating (someone)
||hidden|n1|other|ご馳走さま|ごちそうさま|feast
||hidden|n1|other|毎|ごと|each respectively
||hidden|n1|other|碁盤|ごばん|Go board
||hidden|n1|other|ご無沙汰|ごぶさた|not writing or contacting for a while
||hidden|n1|other|誤魔化す|ごまかす|to deceive, to falsify, to misrepresent
||hidden|n1|other|御免ください|ごめんください|May I come in?
||hidden|n1|other|御免なさい|ごめんなさい|I beg your pardon, excuse me
||hidden|n1|other|御覧なさい|ごらんなさい|(please) look, (please) try to do
||hidden|n1|other|佐|さ|help
||hidden|n1|other|再|さい|re-, again, repeated
||hidden|n1|other|差異|さい|difference, disparity
||hidden|n1|other|細工|さいく|work, craftsmanship, tactics, trick
||hidden|n1|other|採掘|さいくつ|mining
||hidden|n1|other|採決|さいけつ|vote, roll call
||hidden|n1|other|再建|さいけん|rebuilding, reconstruction, rehabilitation
||hidden|n1|other|再現|さいげん|reappearance, reproduction, return, revival
||hidden|n1|other|採算|さいさん|profit
||hidden|n1|other|採集|さいしゅう|collecting, gathering
||hidden|n1|other|再生|さいせい|playback, regeneration, resuscitation, return to life, rebirth, reincarnation, narrow escape, reclamation, r
||hidden|n1|other|最善|さいぜん|the very best
||hidden|n1|other|採択|さいたく|adoption, selection, choice
||hidden|n1|other|再発|さいはつ|return, relapse, reoccurrence
||hidden|n1|other|栽培|さいばい|cultivation
||hidden|n1|other|細胞|さいぼう|cell (biology)
||hidden|n1|other|採用|さいよう|use, adopt
||hidden|n1|other|遮る|さえぎる|to interrupt, to intercept, to obstruct
||hidden|n1|other|囀る|さえずる|to sing, to chirp, to twitter
||hidden|n1|other|冴える|さえる|to be clear, to be serene, to be cold, to be skillful
||hidden|n1|other|竿|さお|rod, pole (e.g. for drying laundry)
||hidden|n1|other|栄える|さかえる|to prosper, to flourish
||hidden|n1|other|杯|さかずき|wine cups
||hidden|n1|other|逆立ち|さかだち|handstand, headstand
||hidden|n1|other|逆上る|さかのぼる|to go back, to go upstream, to make retroactive
||hidden|n1|other|盛る|さかる|to prosper, to flourish, to copulate (animals)
||hidden|n1|other|差額|さがく|balance, difference, margin
||hidden|n1|other|下がる|さがる|to hang down, to abate, to retire, to fall, to step back
||hidden|n1|other|一昨昨日|さきおととい|two days before yesterday
||hidden|n1|other|先に|さきに|before, earlier than, ahead, beyond, away, previously, recently
||hidden|n1|other|詐欺|さぎ|fraud, swindle
||hidden|n1|other|作|さく|a work, a harvest
||hidden|n1|other|策|さく|plan, policy
||hidden|n1|other|柵|さく|fence, paling
||hidden|n1|other|削減|さくげん|cut, reduction, curtailment
||hidden|n1|other|錯誤|さくご|mistake
||hidden|n1|other|作戦|さくせん|military or naval operations, tactics, strategy
||hidden|n1|other|作物|さくぶつ|literary work
||hidden|n1|other|叫び|さけび|shout, scream, outcry
||hidden|n1|other|裂ける|さける|to split, to tear, to burst
||hidden|n1|other|捧げる|ささげる|to lift up, to give, to offer, to consecrate, to devote, to sacrifice, to dedicate
||hidden|n1|other|差し掛かる|さしかかる|to come near to, to approach
||hidden|n1|other|指図|さしず|instruction, mandate
||hidden|n1|other|差し出す|さしだす|to present, to submit, to tender, to hold out
||hidden|n1|other|差し支える|さしつかえる|to interfere, to hinder, to become impeded
||hidden|n1|other|差し引く|さしひく|to deduct
||hidden|n1|other|些事|さじ|something small or petty, trifle
||hidden|n1|other|授ける|さずける|to grant, to award, to teach
||hidden|n1|other|嘸|さぞ|I am sure, certainly, no doubt
||hidden|n1|other|定まる|さだまる|to become settled, to be fixed
||hidden|n1|other|定める|さだめる|to decide, to establish, to determine
||hidden|n1|other|錯覚|さっかく|optical illusion, hallucination
||hidden|n1|other|早急|さっきゅう|urgent
||hidden|n1|other|察する|さっする|to guess, to sense, to presume, to judge, to sympathize with
||hidden|n1|other|さっと|さっと|quickly, suddenly
||hidden|n1|other|冊|さつ|counter for books
||hidden|n1|other|殺人|さつじん|murder
||hidden|n1|other|偖|さて|well, now, then
||hidden|n1|other|悟る|さとる|to attain enlightenment, to perceive, to understand, to discern
||hidden|n1|other|真実|さな|truth, reality
||hidden|n1|other|裁く|さばく|to judge
||hidden|n1|other|錆び|さび|rust (colour)
||hidden|n1|other|左程|さほど|(not) very, (not) much
||hidden|n1|other|様|さま|Mr. or Mrs., manner, kind, appearance
||hidden|n1|other|三味線|さみせん|three-stringed Japanese guitar, shamisen
||hidden|n1|other|侍|さむらい|Samurai, warrior
||hidden|n1|other|然も|さも|with gusto, with satisfaction
||hidden|n1|other|作用|さよう|action, operation, effect, function
||hidden|n1|other|左様なら|さようなら|good-bye
||hidden|n1|other|拐う|さらう|to carry off, to run away with, to kidnap, to abduct
||hidden|n1|other|爽やか|さわやか|fresh, refreshing, invigorating, clear, fluent, eloquent
||hidden|n1|other|障る|さわる|to hinder, to interfere with, to affect, to do one harm, to be harmful to
||hidden|n1|other|産休|さんきゅう|maternity leave
||hidden|n1|other|桟橋|さんきょう|wharf, bridge, jetty, pier
||hidden|n1|other|参議院|さんぎいん|House of Councillors
||hidden|n1|other|産後|さんご|postpartum, after childbirth
||hidden|n1|other|産出|さんしゅつ|yield, produce
||hidden|n1|other|参照|さんしょう|reference, consultation, consultation
||hidden|n1|other|参上|さんじょう|calling on, visiting
||hidden|n1|other|賛成|さんせい|approval, agreement, support, favour
||hidden|n1|other|賛美|さんび|praise, adoration, glorification
||hidden|n1|other|産婦人科|さんふじんか|maternity and gynecology department
||hidden|n1|other|産物|さんぶつ|product, result, fruit
||hidden|n1|other|山腹|さんぷく|hillside, mountainside
||hidden|n1|other|山脈|さんみゃく|mountain range
||hidden|n1|other|財|ざい|fortune, riches
||hidden|n1|other|財源|ざいげん|source of funds, resources, finances
||hidden|n1|other|在庫|ざいこ|stockpile, stock
||hidden|n1|other|財政|ざいせい|economy, financial affairs
||hidden|n1|other|座談会|ざだんかい|symposium, round-table discussion
||hidden|n1|other|雑貨|ざっか|miscellaneous goods, general goods, sundries
||hidden|n1|other|雑|ざつ|rough, crude
||hidden|n1|other|雑談|ざつだん|chatting, idle talk
||hidden|n1|other|雑木|ざつぼく|various kinds of small trees, assorted trees
||hidden|n1|other|座標|ざひょう|coordinate(s)
||hidden|n1|other|残金|ざんきん|remaining money
||hidden|n1|other|残酷|ざんこく|cruelty, harshness
||hidden|n1|other|残高|ざんだか|(bank) balance, remainder
||hidden|n1|other|死|し|death, decease
||hidden|n1|other|し|し|10^24 (kanji is JIS X 0212 kuten 4906), septillion (American), quadrillion (British)
||hidden|n1|other|次|し|order, sequence, times, next, below
||hidden|n1|other|仕上がり|しあがり|finish, end, completion
||hidden|n1|other|仕上げ|しあげ|end, finishing touches, being finished
||hidden|n1|other|仕上げる|しあげる|to finish up, to complete
||hidden|n1|other|明々後日|しあさって|two days after tomorrow
||hidden|n1|other|飼育|しいく|breeding, raising, rearing
||hidden|n1|other|強いて|しいて|by force
||hidden|n1|other|強いる|しいる|to force, to compel, to coerce
||hidden|n1|other|仕入れる|しいれる|to lay in stock, to replenish stock, to procure
||hidden|n1|other|しいんと|しいんと|silent (as the grave), (deathly) quiet
||hidden|n1|other|歯科|しか|dentistry
||hidden|n1|other|資格|しかく|qualifications, requirements, capabilities
||hidden|n1|other|視覚|しかく|sense of sight, vision
||hidden|n1|other|仕掛け|しかけ|device, trick, mechanism, gadget, (small) scale, half finished, commencement, set up, challenge
||hidden|n1|other|仕掛ける|しかける|to commence, to lay (mines), to set (traps), to wage (war), to challenge
||hidden|n1|other|然し|しかし|however, but
||hidden|n1|other|然しながら|しかしながら|nevertheless, however
||hidden|n1|other|而も|しかも|moreover, furthermore, nevertheless, and yet
||hidden|n1|other|市街|しがい|urban areas, the streets, town, city
||hidden|n1|other|指揮|しき|command, direction
||hidden|n1|other|色彩|しきさい|colour, hue, tints
||hidden|n1|other|式場|しきじょう|ceremonial hall, place of ceremony (e.g. marriage)
||hidden|n1|other|為来り|しきたり|customs
||hidden|n1|other|頻りに|しきりに|frequently, repeatedly, incessantly, eagerly
||hidden|n1|other|仕切る|しきる|to partition, to divide, to mark off, to settle accounts, to toe the mark
||hidden|n1|other|資金|しきん|funds, capital
||hidden|n1|other|施行|しぎょう|1. execution, enforcing, carrying out
||hidden|n1|other|しくじる|しくじる|to fail, to fall through, to blunder
||hidden|n1|other|仕組み|しくみ|devising, plan, plot, contrivance, construction, arrangement
