kll|genki|state|jlpt|type|writing|reading|english
||hidden|n1|other|退化|たいか|degeneration, retrogression
||hidden|n1|other|体格|たいかく|physique, constitution
||hidden|n1|other|大概|たいがい|in general, mainly
||hidden|n1|other|退学|たいがく|dropping out of school
||hidden|n1|other|大金|たいきん|great cost
||hidden|n1|other|待遇|たいぐう|treatment, reception
||hidden|n1|other|対決|たいけつ|confrontation, showdown
||hidden|n1|other|体験|たいけん|personal experience
||hidden|n1|other|対抗|たいこう|opposition, antagonism
||hidden|n1|other|対して|たいして|for, in regard to, per
||hidden|n1|other|大衆|たいしゅう|general public
||hidden|n1|other|対処|たいしょ|deal with, cope
||hidden|n1|other|退職|たいしょく|retirement (from office)
||hidden|n1|other|退治|たいじ|extermination
||hidden|n1|other|態勢|たいせい|attitude, conditions, preparations
||hidden|n1|other|対談|たいだん|talk, dialogue, conversation
||hidden|n1|other|対等|たいとう|equivalent
||hidden|n1|other|滞納|たいのう|non-payment, default
||hidden|n1|other|対比|たいひ|contrast, comparison
||hidden|n1|other|大部|たいぶ|most (e.g. most part), greater, fairly, a good deal, much
||hidden|n1|other|対辺|たいへん|(geometrical) opposite side
||hidden|n1|other|待望|たいぼう|expectant waiting
||hidden|n1|other|怠慢|たいまん|negligence, procrastination, carelessness
||hidden|n1|other|対面|たいめん|interview, meeting
||hidden|n1|other|対立|たいりつ|confrontation, opposition, antagonism
||hidden|n1|other|体力|たいりょく|physical strength
||hidden|n1|other|対話|たいわ|interactive, interaction, conversation, dialogue
||hidden|n1|other|耐える|たえる|to bear, to endure
||hidden|n1|other|絶える|たえる|to die out, to peter out, to become extinct
||hidden|n1|other|堪える|たえる|to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t
||hidden|n1|other|高|たか|quantity, amount, volume, number, amount of money
||hidden|n1|other|高まる|たかまる|to rise, to swell, to be promoted
||hidden|n1|other|焚火|たきび|(open) fire
||hidden|n1|other|沢山|たくさん|many, a lot, much
||hidden|n1|other|逞しい|たくましい|burly, strong, sturdy
||hidden|n1|other|巧み|たくみ|skill, cleverness
||hidden|n1|other|類|たぐい|a kind
||hidden|n1|other|丈|たけ|height, stature, length, measure, all (one has)
||hidden|n1|other|足し算|たしざん|addition
||hidden|n1|other|多数決|たすうけつ|majority rule
||hidden|n1|other|助け|たすけ|assistance
||hidden|n1|other|携わる|たずさわる|to participate, to take part
||hidden|n1|other|漂う|ただよう|to drift about, to float, to hang in air
||hidden|n1|other|館|たち|1. mansion, small castle
||hidden|n1|other|立方|たちかた|dancing (geisha)
||hidden|n1|other|忽ち|たちまち|at once, in a moment, suddenly, all at once
||hidden|n1|other|立ち寄る|たちよる|to stop by, to drop in for a short visit
||hidden|n1|other|達者|たっしゃ|skillful, in good health
||hidden|n1|other|達成|たっせい|achievement
||hidden|n1|other|たった|たった|only, merely, but, no more than
||hidden|n1|other|尊い|たっとい|precious, valuable, priceless, noble, exalted, sacred
||hidden|n1|other|貴い|たっとい|precious, valuable, priceless, noble, exalted, sacred
||hidden|n1|other|尊ぶ|たっとぶ|to value, to prize, to esteem
||hidden|n1|other|絶つ|たつ|to sever, to cut off, to suppress, to abstain (from)
||hidden|n1|other|盾|たて|shield, buckler, escutcheon, pretext
||hidden|n1|other|建前|たてまえ|face, official stance, public position or attitude (as opposed to private thoughts)
||hidden|n1|other|奉る|たてまつる|to offer, to present, to revere, to do respectfully
||hidden|n1|other|例え|たとえ|example, even if, if, though, although
||hidden|n1|other|仮令|たとえ|example, even if, if, though, although
||hidden|n1|other|他動詞|たどうし|transitive verb (direct obj)
||hidden|n1|other|辿り着く|たどりつく|to grope along to, to struggle on to, to arrive somewhere after a struggle
||hidden|n1|other|辿る|たどる|to follow (road), to pursue (course), to follow up
||hidden|n1|other|掌|たなごころ|the palm
||hidden|n1|other|楽しむ|たのしむ|to enjoy oneself
||hidden|n1|other|頼み|たのみ|request, favor, reliance, dependence
||hidden|n1|other|煙草|たばこ|(pt:) (n) (uk) tobacco (pt: tabaco), cigarettes
||hidden|n1|other|度々|たびたび|often, repeatedly, frequently
||hidden|n1|other|他方|たほう|another side, different direction, (on) the other hand
||hidden|n1|other|多忙|たぼう|busy, pressure of work
||hidden|n1|other|給う|たまう|to receive, to grant
||hidden|n1|other|偶に|たまに|occasionally, once in a while
||hidden|n1|other|堪らない|たまらない|intolerable, unbearable, unendurable
||hidden|n1|other|溜まり|たまり|collected things, gathering place, arrears
||hidden|n1|other|賜る|たまわる|to grant, to bestow
||hidden|n1|other|例|ためし|instance, example, case, precedent, experience, custom, usage, parallel, illustration
||hidden|n1|other|躊躇う|ためらう|to hesitate
||hidden|n1|other|保つ|たもつ|to keep, to preserve, to hold, to retain, to maintain, to support, to sustain, to last, to endure, to keep we
||hidden|n1|other|容易い|たやすい|easy, simple, light
||hidden|n1|other|多様|たよう|diversity, variety
||hidden|n1|other|弛み|たるみ|slack, slackening, dullness, letdown
||hidden|n1|other|弛む|たるむ|to slacken, to loosen, to relax
||hidden|n1|other|誰|たれ|adjectival suffix for a person
||hidden|n1|other|垂れる|たれる|to hang, to droop, to drop, to lower, to pull down, to dangle, to sag, to drip, to ooze, to trickle, to leave
||hidden|n1|other|歎|たん|grief, sigh, lamentation
||hidden|n1|other|反|たん|roll of cloth (c. 10 yds.), .245 acres, 300 tsubo
||hidden|n1|other|単一|たんいつ|single, simple, sole, individual, unitory
||hidden|n1|other|短歌|たんか|tanka, 31-syllable Japanese poem
||hidden|n1|other|担架|たんか|stretcher, litter
||hidden|n1|other|短気|たんき|quick temper
||hidden|n1|other|探検|たんけん|exploration, expedition
||hidden|n1|other|短縮|たんしゅく|shortening, abbreviation, reduction
||hidden|n1|other|箪笥|たんす|chest of drawers
||hidden|n1|other|炭素|たんそ|carbon (C)
||hidden|n1|other|短大|たんだい|junior college
||hidden|n1|other|単調|たんちょう|monotony, monotone, dullness
||hidden|n1|other|単独|たんどく|sole, independence, single, solo (flight)
||hidden|n1|other|短波|たんぱ|short wave
||hidden|n1|other|蛋白質|たんぱくしつ|protein
||hidden|n1|other|第|だい|ordinal
||hidden|n1|other|第一|だいいち|first, foremost, # 1
||hidden|n1|other|大胆|だいたん|bold, daring, audacious
||hidden|n1|other|台無し|だいなし|mess, spoiled, (come to) nothing
||hidden|n1|other|大便|だいべん|feces, excrement, shit
||hidden|n1|other|代弁|だいべん|pay by proxy, act for another, speak for another
||hidden|n1|other|台本|だいほん|libretto, scenario
||hidden|n1|other|代用|だいよう|substitution
||hidden|n1|other|打開|だかい|break in the deadlock
||hidden|n1|other|妥協|だきょう|compromise, giving in
||hidden|n1|other|丈|だけ|only, just, as
||hidden|n1|other|妥結|だけつ|agreement
||hidden|n1|other|打撃|だげき|1. blow, shock, strike, damage, 2. batting (baseball)
||hidden|n1|other|駄作|ださく|poor work, rubbish
||hidden|n1|other|脱出|だっしゅつ|escape
||hidden|n1|other|脱する|だっする|to escape from, to get out
||hidden|n1|other|脱退|だったい|secession
||hidden|n1|other|だぶだぶ|だぶだぶ|loose, baggy
||hidden|n1|other|騙す|だます|to trick, to cheat, to deceive
||hidden|n1|other|だらけ|だらけ|implying (negatively) that something is full of e.g. mistakes
||hidden|n1|other|怠い|だるい|sluggish, feel heavy, languid, dull
||hidden|n1|other|壇|だん|1. platform, podium, rostrum, 2. (arch) mandala
||hidden|n1|other|団結|だんけつ|unity, union, combination
||hidden|n1|other|断言|だんげん|declaration, affirmation
||hidden|n1|other|断然|だんぜん|firmly, absolutely, definitely
||hidden|n1|other|段々|だんだん|gradually, by degrees
||hidden|n1|other|旦那|だんな|master (of house), husband (informal)
||hidden|n1|other|断面|だんめん|cross section
||hidden|n1|other|弾力|だんりょく|elasticity, flexibility
||hidden|n1|other|治安|ちあん|public order
||hidden|n1|other|近付く|ちかづく|to approach, to get near, to get acquainted with, to get closer
||hidden|n1|other|違える|ちがえる|to change
||hidden|n1|other|契る|ちぎる|to pledge, to promise, to swear
||hidden|n1|other|畜産|ちくさん|animal husbandry
||hidden|n1|other|畜生|ちくしょう|beast, brute, damn
||hidden|n1|other|蓄積|ちくせき|accumulation, accumulate, store
||hidden|n1|other|知性|ちせい|intelligence
||hidden|n1|other|乳|ちち|milk, breast, loop
||hidden|n1|other|父母|ちちはは|father and mother, parents
||hidden|n1|other|縮まる|ちぢまる|to be shortened, to be contracted, to shrink
||hidden|n1|other|窒息|ちっそく|suffocation
||hidden|n1|other|些とも|ちっとも|not at all (neg. verb)
||hidden|n1|other|秩序|ちつじょ|order, regularity, system, method
||hidden|n1|other|知的|ちてき|intellectual
||hidden|n1|other|著|ちゃく|counter for suits of clothing, arriving at ..
||hidden|n1|other|着|ちゃく|counter for suits of clothing, arriving at ..
||hidden|n1|other|着手|ちゃくしゅ|embarkation, launch
||hidden|n1|other|着色|ちゃくしょく|colouring, coloring
||hidden|n1|other|着席|ちゃくせき|sit down, seat
||hidden|n1|other|着目|ちゃくもく|attention
||hidden|n1|other|着陸|ちゃくりく|landing, alighting, touch down
||hidden|n1|other|着工|ちゃっこう|start of (construction) work
||hidden|n1|other|茶の間|ちゃのま|living room (Japanese style)
||hidden|n1|other|茶の湯|ちゃのゆ|tea ceremony
||hidden|n1|other|ちやほや|ちやほや|pamper, make a fuss of, spoil
||hidden|n1|other|昼間|ちゅうかん|daytime, during the day
||hidden|n1|other|宙返り|ちゅうがえり|somersault, looping-the-loop
||hidden|n1|other|中継|ちゅうけい|relay, hook-up
||hidden|n1|other|忠告|ちゅうこく|advice, warning
||hidden|n1|other|中指|ちゅうし|middle finger
||hidden|n1|other|中傷|ちゅうしょう|slander, libel, defamation
||hidden|n1|other|忠実|ちゅうじつ|fidelity, faithfulness
||hidden|n1|other|中枢|ちゅうすう|centre, pivot, mainstay, nucleus, backbone, central figure, pillar, key man
||hidden|n1|other|抽選|ちゅうせん|lottery, raffle, drawing (of lots)
||hidden|n1|other|中断|ちゅうだん|interruption, suspension, break
||hidden|n1|other|中腹|ちゅうっぱら|irritated, offended
||hidden|n1|other|中毒|ちゅうどく|poisoning
||hidden|n1|other|仲人|ちゅうにん|go-between, matchmaker
||hidden|n1|other|昼飯|ちゅうはん|lunch, midday meal
||hidden|n1|other|中立|ちゅうりつ|neutrality
||hidden|n1|other|中和|ちゅうわ|neutralize, counteract
||hidden|n1|other|腸|ちょう|guts, bowels, intestines
||hidden|n1|other|蝶|ちょう|butterfly
||hidden|n1|other|超|ちょう|super-, ultra-, hyper-
||hidden|n1|other|庁|ちょう|government office
||hidden|n1|other|調印|ちょういん|signature, sign, sealing
||hidden|n1|other|徴収|ちょうしゅう|collection, levy
||hidden|n1|other|聴診器|ちょうしんき|stethoscope
||hidden|n1|other|挑戦|ちょうせん|challenge, defiance
||hidden|n1|other|長大|ちょうだい|very long, great length
||hidden|n1|other|調停|ちょうてい|arbitration, conciliation, mediation
||hidden|n1|other|恰度|ちょうど|just, right, exactly
||hidden|n1|other|長編|ちょうへん|long (e.g. novel film)
||hidden|n1|other|丁目|ちょうめ|district of a town, city block (of irregular size)
||hidden|n1|other|調理|ちょうり|cooking
||hidden|n1|other|調和|ちょうわ|harmony
||hidden|n1|other|ちょくちょく|ちょくちょく|often, frequently, now and then, occasionally
||hidden|n1|other|直面|ちょくめん|confrontation
||hidden|n1|other|著書|ちょしょ|literary work, book
||hidden|n1|other|貯蓄|ちょちく|savings
||hidden|n1|other|直感|ちょっかん|intuition
||hidden|n1|other|一寸|ちょっと|(ateji) (adv int) (uk) just a minute, a short time, a while, just a little, somewhat, easily, readily, rath
||hidden|n1|other|著名|ちょめい|well-known, noted, celebrated
||hidden|n1|other|ちらっと|ちらっと|at a glance, by accident
||hidden|n1|other|塵取り|ちりとり|dustpan
||hidden|n1|other|治療|ちりょう|medical treatment
||hidden|n1|other|賃金|ちんぎん|wages
||hidden|n1|other|沈殿|ちんでん|precipitation, settlement
||hidden|n1|other|沈没|ちんぼつ|sinking, foundering
||hidden|n1|other|沈黙|ちんもく|silence, reticence
||hidden|n1|other|陳列|ちんれつ|exhibition, display, show
||hidden|n1|other|追及|ついきゅう|gaining on, carrying out, solving (crime)
||hidden|n1|other|追跡|ついせき|pursuit
||hidden|n1|other|次いで|ついで|next, secondly, subsequently
||hidden|n1|other|追放|ついほう|exile, banishment
||hidden|n1|other|費やす|ついやす|to spend, to devote, to waste
||hidden|n1|other|墜落|ついらく|falling, crashing
||hidden|n1|other|通|つう|connoisseur, counter for letters
||hidden|n1|other|痛感|つうかん|feeling keenly, fully realizing
||hidden|n1|other|通常|つうじょう|common, general, usually
||hidden|n1|other|痛切|つうせつ|keen, acute
||hidden|n1|other|杖|つえ|cane
||hidden|n1|other|遣い|つかい|mission, simple task, doing
||hidden|n1|other|使い道|つかいみち|use
||hidden|n1|other|仕える|つかえる|to serve, to work for
||hidden|n1|other|司る|つかさどる|to rule, to govern, to administer
||hidden|n1|other|束の間|つかのま|moment, brief time, brief, transient
||hidden|n1|other|付き|つき|attached to, impression, sociality, appearance, furnished with, under, to
||hidden|n1|other|付き合う|つきあう|to associate with, to keep company with, to get on with
||hidden|n1|other|月並み|つきなみ|every month, common
||hidden|n1|other|尽きる|つきる|to be used up, to be run out, to be exhausted, to be consumed, to come to an end
||hidden|n1|other|継ぎ目|つぎめ|a joint, joining point
||hidden|n1|other|吐く|つく|1. to breathe, 2. to tell (lies), 3. to vomit, to disgorge
||hidden|n1|other|尽くす|つくす|to exhaust, to run out, to serve (a person), to befriend
||hidden|n1|other|作り|つくり|make-up, sliced raw fish
||hidden|n1|other|造り|つくり|make up, structure, physique
||hidden|n1|other|造る|つくる|to make, to create, to manufacture, to draw up, to write, to compose, to build, to coin, to cultivate, to org
||hidden|n1|other|繕う|つくろう|to mend, to repair, to fix, to patch up, to darn, to tidy up, to adjust, to trim
||hidden|n1|other|接ぐ|つぐ|to join, to piece together, to set (bones), to graft (trees)
||hidden|n1|other|継ぐ|つぐ|to succeed
||hidden|n1|other|付け加える|つけくわえる|to add one thing to another
||hidden|n1|other|告げる|つげる|to inform
||hidden|n1|other|辻褄|つじつま|coherence, consistency
||hidden|n1|other|途中|つちゅう|on the way, en route
||hidden|n1|other|突っ張る|つっぱる|to support, to become stiff, to become taut, to thrust (ones opponent), to stick to (ones opinion), to in
||hidden|n1|other|筒|つつ|pipe, tube
||hidden|n1|other|銃|つつ|gun
||hidden|n1|other|突く|つつく|1. to thrust, to strike, to attack, 2. to poke, to nudge, to pick at
||hidden|n1|other|慎む|つつしむ|to be careful, to be chaste or discreet, to abstain or refrain
||hidden|n1|other|伝言|つてごと|verbal message, rumor, word
||hidden|n1|other|勤まる|つとまる|to be fit for, to be equal to, to function properly
||hidden|n1|other|勤め先|つとめさき|place of work
||hidden|n1|other|努めて|つとめて|make an effort!, work hard!
||hidden|n1|other|津波|つなみ|tsunami, tidal wave
||hidden|n1|other|抓る|つねる|to pinch
||hidden|n1|other|募る|つのる|to invite, to solicit help participation etc
||hidden|n1|other|唾|つば|saliva, sputum
||hidden|n1|other|呟く|つぶやく|to mutter, to murmur
||hidden|n1|other|瞑る|つぶる|to close the eyes
||hidden|n1|other|壷|つぼ|tsubo jar, pot, vase
||hidden|n1|other|蕾|つぼみ|bud, flower bud
||hidden|n1|other|躓く|つまずく|to stumble, to trip
||hidden|n1|other|摘む|つまむ|to pinch, to hold, to pick up
||hidden|n1|other|詰らない|つまらない|insignificant, boring, trifling
||hidden|n1|other|詰まり|つまり|in short, in brief, in other words, that is to say, in the long run, after all, blockade, stuffing, ultimate
||hidden|n1|other|積もり|つもり|intention, plan
||hidden|n1|other|露|つゆ|dew
||hidden|n1|other|強まる|つよまる|to get strong, to gain strength
||hidden|n1|other|強める|つよめる|to strengthen, to emphasize
||hidden|n1|other|連なる|つらなる|to extend, to stretch out, to stand in a row
||hidden|n1|other|貫く|つらぬく|to go through
||hidden|n1|other|連ねる|つらねる|to link, to join, to put together
||hidden|n1|other|釣り|つり|fishing, angling
||hidden|n1|other|吊り革|つりかわ|strap
||hidden|n1|other|釣鐘|つりがね|hanging bell
||hidden|n1|other|吊るす|つるす|to hang
||hidden|n1|other|手当て|てあて|allowance, compensation, treatment, medical care
||hidden|n1|other|体|てい|appearance, air, condition, state, form
||hidden|n1|other|提供|ていきょう|offer, tender, program sponsoring, furnishing
||hidden|n1|other|定義|ていぎ|definition
||hidden|n1|other|提携|ていけい|cooperation, tie-up, joint business, link-up
||hidden|n1|other|体裁|ていさい|decency, style, form, appearance, show, get-up, format
||hidden|n1|other|梯子|ていし|ladder, stairs
||hidden|n1|other|定食|ていしょく|set meal, special (of the day)
||hidden|n1|other|提示|ていじ|presentation, exhibit, suggest, citation
||hidden|n1|other|訂正|ていせい|correction, revision
||hidden|n1|other|停滞|ていたい|stagnation, tie-up, congestion, retention, accumulation, falling into arrears
||hidden|n1|other|邸宅|ていたく|mansion, residence
||hidden|n1|other|定年|ていねん|retirement age
||hidden|n1|other|堤防|ていぼう|bank, weir
||hidden|n1|other|手遅れ|ておくれ|too late, belated treatment
||hidden|n1|other|手数|てかず|number of moves, trouble
||hidden|n1|other|手掛かり|てがかり|contact, trail, scent, on hand, hand hold, clue, key
||hidden|n1|other|手掛ける|てがける|to handle, to manage, to work with, to rear, to look after, to have experience with
||hidden|n1|other|手軽|てがる|easy, simple, informal, offhand, cheap
||hidden|n1|other|的|てき|-like, typical
||hidden|n1|other|適応|てきおう|adaptation, accommodation, conformity
||hidden|n1|other|適宜|てきぎ|suitability
||hidden|n1|other|適性|てきせい|aptitude
||hidden|n1|other|手際|てぎわ|performance, skill, tact
||hidden|n1|other|手順|てじゅん|process, procedure, protocol
||hidden|n1|other|手錠|てじょう|handcuffs, manacles
||hidden|n1|other|手近|てぢか|near, handy, familiar
||hidden|n1|other|てっきり|てっきり|surely, certainly, beyond doubt
||hidden|n1|other|鉄鋼|てっこう|iron and steel
||hidden|n1|other|徹する|てっする|to sink in, to penetrate, to devote oneself, to believe in, to go through, to do intently and exclusively
||hidden|n1|other|鉄片|てっぺん|iron scraps
||hidden|n1|other|手配|てはい|arrangement, search (by police)
||hidden|n1|other|手筈|てはず|arrangement, plan, programme
||hidden|n1|other|手引き|てびき|guidance, guide, introduction
||hidden|n1|other|手本|てほん|model, pattern
||hidden|n1|other|手回し|てまわし|preparations, arrangements
||hidden|n1|other|手元|てもと|on hand, at hand, at home
||hidden|n1|other|照り返す|てりかえす|to reflect, to throw back light
||hidden|n1|other|手分け|てわけ|division of labour
||hidden|n1|other|店|てん|store, shop, establishment
||hidden|n1|other|点火|てんか|ignition, lighting, set fire to
||hidden|n1|other|転回|てんかい|revolution, rotation
||hidden|n1|other|転換|てんかん|convert, divert
||hidden|n1|other|転居|てんきょ|moving, changing residence
||hidden|n1|other|転勤|てんきん|transfer, transmission
||hidden|n1|other|点検|てんけん|inspection, examination, checking
||hidden|n1|other|転校|てんこう|change schools
||hidden|n1|other|天国|てんごく|paradise, heaven, Kingdom of Heaven
||hidden|n1|other|天才|てんさい|genius, prodigy, natural gift
||hidden|n1|other|天災|てんさい|natural calamity, disaster
||hidden|n1|other|展示|てんじ|exhibition, display
||hidden|n1|other|天井|てんじょう|ceiling, ceiling price
||hidden|n1|other|転じる|てんじる|to turn, to shift, to alter, to distract
||hidden|n1|other|点線|てんせん|dotted line, perforated line
||hidden|n1|other|天体|てんたい|heavenly body
||hidden|n1|other|転転|てんてん|rolling about, moving from place to place, being passed around repeatedly
||hidden|n1|other|てんで|てんで|(not) at all, altogether, entirely
||hidden|n1|other|転任|てんにん|change of post
||hidden|n1|other|展望|てんぼう|view, outlook, prospect
||hidden|n1|other|転落|てんらく|fall, degradation, slump
||hidden|n1|other|出合う|であう|to meet by chance, to come across, to happen to encounter, to hold a rendezvous, to have a date
||hidden|n1|other|出入り口|でいりぐち|exit and entrance
||hidden|n1|other|でかい|でかい|huge
||hidden|n1|other|出来物|できもの|able man, tumour, growth, boil, ulcer, abcess, rash, pimple
||hidden|n1|other|出切る|できる|to be out of, to have no more at hand
||hidden|n1|other|出くわす|でくわす|to happen to meet, to come across
||hidden|n1|other|出鱈目|でたらめ|irresponsible utterance, nonsense, nonsensical, random, haphazard, unsystematic
||hidden|n1|other|出直し|でなおし|adjustment, touch up
||hidden|n1|other|田園|でんえん|country, rural districts
||hidden|n1|other|電源|でんげん|source of electricity, power (button on TV etc.)
||hidden|n1|other|伝説|でんせつ|tradition, legend, folklore
||hidden|n1|other|電線|でんせん|electric line
||hidden|n1|other|伝達|でんたつ|transmission (e.g. news), communication, delivery
||hidden|n1|other|伝来|でんらい|ancestral, hereditary, imported, transmitted, handed down
||hidden|n1|other|と|と|1. if (conjunction), 2. promoted pawn (shogi) (abbr)
||hidden|n1|other|問い合わせる|といあわせる|to enquire, to seek information
||hidden|n1|other|問屋|といや|wholesale store
||hidden|n1|other|問う|とう|to ask, to question, to charge (i.e. with a crime), to accuse, without regard to (neg)
||hidden|n1|other|棟|とう|place, section, building
||hidden|n1|other|等|とう|et cetera, etc., and the like
||hidden|n1|other|陶器|とうき|pottery, ceramics
||hidden|n1|other|等級|とうきゅう|grade, class
||hidden|n1|other|討議|とうぎ|debate, discussion
||hidden|n1|other|登校|とうこう|attendance (at school)
||hidden|n1|other|統合|とうごう|integration, unification, synthesis
||hidden|n1|other|倒産|とうさん|(corporate) bankruptcy, insolvency
||hidden|n1|other|投資|とうし|investment
||hidden|n1|other|統治|とうじ|rule, reign, government, governing
||hidden|n1|other|統制|とうせい|regulation, control
||hidden|n1|other|当選|とうせん|being elected, winning the prize
||hidden|n1|other|逃走|とうそう|flight, desertion, escape
||hidden|n1|other|統率|とうそつ|command, lead, generalship, leadership
||hidden|n1|other|到達|とうたつ|reaching, attaining, arrival
||hidden|n1|other|到底|とうてい|(cannot) possibly
||hidden|n1|other|丁々|とうとう|clashing of swords, felling of trees, ringing of an ax
||hidden|n1|other|投入|とうにゅう|throw, investment, making (an electrical circuit)
||hidden|n1|other|当人|とうにん|the one concerned, the said person
||hidden|n1|other|逃亡|とうぼう|escape
||hidden|n1|other|冬眠|とうみん|hibernation, winter sleep
||hidden|n1|other|登録|とうろく|registration, register, entry, record
||hidden|n1|other|討論|とうろん|debate, discussion
||hidden|n1|other|遠ざかる|とおざかる|to go far off
||hidden|n1|other|遠回り|とおまわり|detour, roundabout way
||hidden|n1|other|通りかかる|とおりかかる|to happen to pass by
||hidden|n1|other|兎角|とかく|anyhow, anyway, somehow or other, generally speaking, in any case, this and that, many, be apt to
||hidden|n1|other|咎める|とがめる|to blame, to find fault, to take someone to task, to aggravate (an injury)
||hidden|n1|other|時折|ときおり|sometimes
||hidden|n1|other|跡切れる|とぎれる|to pause, to be interrupted
||hidden|n1|other|説く|とく|to explain, to advocate, to preach, to persuade
||hidden|n1|other|特技|とくぎ|special skill
||hidden|n1|other|特産|とくさん|specialty, special product
||hidden|n1|other|特集|とくしゅう|feature (e.g. newspaper), special edition, report
||hidden|n1|other|得点|とくてん|score, points made, marks obtained, runs
||hidden|n1|other|特派|とくは|send specially, special envoy
||hidden|n1|other|特有|とくゆう|characteristic (of), peculiar (to)
||hidden|n1|other|研ぐ|とぐ|to sharpen, to grind, to scour, to hone, to polish, to wash (rice)
||hidden|n1|other|刺|とげ|thorn, splinter, spine, biting words
||hidden|n1|other|遂げる|とげる|to accomplish, to achieve, to carry out
||hidden|n1|other|床|とこ|bed, sickbed, alcove, padding
||hidden|n1|other|所が|ところが|however, while, even if
||hidden|n1|other|所で|ところで|by the way, even if, no matter what
||hidden|n1|other|年頃|としごろ|age, marriageable age, age of puberty, adolescence, for some years
||hidden|n1|other|年寄り|としより|old people, the aged
||hidden|n1|other|戸締り|とじまり|closing up, fastening the doors
||hidden|n1|other|途上|とじょう|en route, half way
||hidden|n1|other|綴じる|とじる|to bind, to file
||hidden|n1|other|途絶える|とだえる|to stop, to cease, to come to an end
||hidden|n1|other|特許|とっきょ|special permission, patent
||hidden|n1|other|疾っくに|とっくに|long ago, already, a long time ago
||hidden|n1|other|特権|とっけん|privilege, special right
||hidden|n1|other|咄嗟|とっさ|moment, instant
||hidden|n1|other|取っ手|とって|handle, grip, knob
||hidden|n1|other|突破|とっぱ|breaking through, breakthrough, penetration
||hidden|n1|other|突如|とつじょ|suddenly, all of a sudden
||hidden|n1|other|迚も|とても|very, awfully, exceedingly
||hidden|n1|other|整える|ととのえる|to put in order, to get ready, to arrange, to adjust
||hidden|n1|other|届け|とどけ|report, notification, registration
||hidden|n1|other|滞る|とどこおる|to stagnate, to be delayed
||hidden|n1|other|止まる|とどまる|to be limited to
||hidden|n1|other|留める|とどめる|to stop, to cease, to put an end to
||hidden|n1|other|止める|とどめる|to stop, to cease, to put an end to
||hidden|n1|other|唱える|となえる|to recite, to chant, to call upon
||hidden|n1|other|兎に角|とにかく|anyhow, at any rate, anyway, somehow or other, generally speaking, in any case
||hidden|n1|other|殿様|とのさま|feudal lord
||hidden|n1|other|幕|とばり|curtain, bunting, act (in play)
||hidden|n1|other|帳|とばり|curtain
||hidden|n1|other|扉|とびら|door, opening
||hidden|n1|other|徒歩|とほ|walking, going on foot
||hidden|n1|other|乏しい|とぼしい|meagre, scarce, limited, destitute, hard up, scanty, poor
||hidden|n1|other|富|とみ|wealth, fortune
||hidden|n1|other|富む|とむ|to be rich, to become rich
||hidden|n1|other|兎も角|ともかく|anyhow, anyway, somehow or other, generally speaking, in any case
||hidden|n1|other|共稼ぎ|ともかせぎ|working together, (husband and wife) earning a living together
||hidden|n1|other|灯|ともしび|light
||hidden|n1|other|伴う|ともなう|to accompany, to bring with, to be accompanied by, to be involved in
||hidden|n1|other|共働き|ともばたらき|dual income
||hidden|n1|other|捕らえる|とらえる|to seize, to grasp, to capture, to arrest
||hidden|n1|other|取りあえず|とりあえず|at once, first of all, for the time being
||hidden|n1|other|取り扱い|とりあつかい|treatment, service, handling, management
||hidden|n1|other|取り扱う|とりあつかう|to treat, to handle, to deal in
||hidden|n1|other|鳥居|とりい|torii (Shinto shrine archway)
||hidden|n1|other|取り替え|とりかえ|swap, exchange
||hidden|n1|other|取り組む|とりくむ|to tackle, to wrestle with, to engage in a bout, to come to grips with
||hidden|n1|other|取り締まり|とりしまり|control, management, supervision
||hidden|n1|other|取り締まる|とりしまる|to manage, to control, to supervise
||hidden|n1|other|取り調べる|とりしらべる|to investigate, to examine
||hidden|n1|other|取り立てる|とりたてる|to collect, to extort, to appoint, to promote
||hidden|n1|other|取り次ぐ|とりつぐ|to act as an agent for, to announce (someone), to convey (a message)
||hidden|n1|other|取り除く|とりのぞく|to remove, to take away, to set apart
||hidden|n1|other|取り引き|とりひき|transactions, dealings, business
||hidden|n1|other|取り巻く|とりまく|to surround, to circle, to enclose
||hidden|n1|other|取り混ぜる|とりまぜる|to mix, to put together
||hidden|n1|other|取り戻す|とりもどす|to take back, to regain
||hidden|n1|other|取り寄せる|とりよせる|to order, to send away for
||hidden|n1|other|取り分|とりわけ|especially, above all
||hidden|n1|other|副|とりわけ|especially, above all
||hidden|n1|other|蕩ける|とろける|to be enchanted with
||hidden|n1|other|とんだ|とんだ|terrible, awful, serious, preposterous, absolutely not
||hidden|n1|other|胴|どう|trunk, body, frame
||hidden|n1|other|働|どう|work, labor
||hidden|n1|other|同|どう|the same, the said, ibid.
||hidden|n1|other|同意|どうい|agreement, consent, same meaning, same opinion, approval
||hidden|n1|other|動員|どういん|mobilization
||hidden|n1|other|同感|どうかん|agreement, same opinion, same feeling, sympathy, concurrence
||hidden|n1|other|動機|どうき|motive, incentive
||hidden|n1|other|同級|どうきゅう|the same grade, same class
||hidden|n1|other|同居|どうきょ|living together
||hidden|n1|other|動向|どうこう|trend, tendency, movement, attitude
||hidden|n1|other|同士|どうし|fellow, companion, comrade
