kll|genki|state|jlpt|type|writing|reading|english|swedish
||hidden|n2|other|堅い|かたい|hard (esp. wood),steadfast,honorable,stuffy writing
||hidden|n2|other|片仮名|かたかな|katakana
||hidden|n2|other|片付く|かたづく|to put in order,to dispose of,to solve
||hidden|n2|other|塊|かたまり|lump,mass,clod,cluster
||hidden|n2|other|固まる|かたまる|to harden,to solidify,to become firm,to become certain
||hidden|n2|other|片道|かたみち|one-way (trip)
||hidden|n2|other|傾く|かたむく|to incline toward,to slant,to lurch
||hidden|n2|other|片寄る|かたよる|to be one-sided,to incline,to be partial
||hidden|n2|other|学科|がっか|study subject,course of study
||hidden|n2|other|学会|がっかい|scientific society,academic meeting
||hidden|n2|other|楽器|がっき|musical instrument
||hidden|n2|other|学級|がっきゅう|grade in school
||hidden|n2|other|担ぐ|かつぐ|to shoulder,to carry on shoulder
||hidden|n2|other|括弧|かっこ|parenthesis,brackets
||hidden|n2|other|活字|かつじ|printing type
||hidden|n2|other|活躍|かつやく|activity
||hidden|n2|other|活力|かつりょく|vitality,energy
||hidden|n2|other|仮定|かてい|assumption,supposition,hypothesis
||hidden|n2|other|過程|かてい|process
||hidden|n2|other|課程|かてい|course,curriculum
||hidden|n2|other|仮名|かな|(n) alias,pseudonym,pen name
||hidden|n2|other|仮名遣い|かなづかい|kana orthography,syllabary spelling
||hidden|n2|other|鐘|かね|bell,chime
||hidden|n2|other|加熱|かねつ|heating
||hidden|n2|other|兼ねる|かねる|to hold (position),to serve,to be unable
||hidden|n2|other|カバー|カバー|cover (ex. book)
||hidden|n2|other|過半数|かはんすう|majority
||hidden|n2|other|被せる|かぶせる|to cover (with something)
||hidden|n2|other|釜|かま|iron pot,kettle
||hidden|n2|other|紙屑|かみくず|wastepaper
||hidden|n2|other|神様|かみさま|god
||hidden|n2|other|剃刀|かみそり|razor
||hidden|n2|other|ガム|ガム|chewing gum
||hidden|n2|other|貨物|かもつ|cargo,freight
||hidden|n2|other|かゆい|かゆい|itchy,itching
||hidden|n2|other|歌謡|かよう|song,ballad
||hidden|n2|other|殻|から|shell,husk,hull,chaff
||hidden|n2|other|カラー|カラー|collar,color,colour
||hidden|n2|other|からかう|からかう|to ridicule,to tease,to banter with,to make fun of
||hidden|n2|other|空っぽ|からっぽ|empty,vacant,hollow
||hidden|n2|other|かるた|かるた|(n) playing cards (pt: carta)
||hidden|n2|other|枯れる|かれる|to wither,to die (plant),to be blasted (plant)
||hidden|n2|other|カロリー|カロリー|calorie
||hidden|n2|other|かわいがる|かわいがる|to love,to be affectionate
||hidden|n2|other|乾かす|かわかす|to dry (clothes, etc.),to desiccate
||hidden|n2|other|渇く|かわく|to be thirsty
||hidden|n2|other|為替|かわせ|money order,exchange
||hidden|n2|other|瓦|かわら|roof tile
||hidden|n2|other|代る|かわる|(v5r,vi) to take the place of,to relieve,to be substituted for
||hidden|n2|other|間隔|かんかく|space,interval,SPC
||hidden|n2|other|換気|かんき|ventilation
||hidden|n2|other|感激|かんげき|deep emotion,impression,inspiration
||hidden|n2|other|関西|かんさい|
||hidden|n2|other|鑑賞|かんしょう|appreciation
||hidden|n2|other|感ずる|かんずる|to feel,to sense
||hidden|n2|other|間接|かんせつ|indirection,indirectness
||hidden|n2|other|乾燥|かんそう|dry,arid,insipid,dehydrated
||hidden|n2|other|感想|かんそう|impressions,thoughts
||hidden|n2|other|観測|かんそく|observation
||hidden|n2|other|寒帯|かんたい|frigid zone
||hidden|n2|other|官庁|かんちょう|government office,authorities
||hidden|n2|other|勘違い|かんちがい|misunderstanding,wrong guess
||hidden|n2|other|缶詰|かんづめ|packing (in cans),canning,canned goods,tin can
||hidden|n2|other|乾電池|かんでんち|dry cell,battery
||hidden|n2|other|関東|かんとう|eastern half of Japan, including Tokyo
||hidden|n2|other|観念|かんねん|(1) idea,notion,conception,(2) sense (e.g. of duty)
||hidden|n2|other|乾杯|かんぱい|toast (drink)
||hidden|n2|other|看板|かんばん|sign,signboard,doorplate,poster
||hidden|n2|other|看病|かんびょう|nursing (a patient)
||hidden|n2|other|冠|かんむり|crown,diadem,first,best
||hidden|n2|other|漢和|かんわ|Chinese Character-Japanese (e.g. dictionary)
||hidden|n2|other|気圧|きあつ|atmospheric pressure
||hidden|n2|other|器械|きかい|instrument
||hidden|n2|other|着替え|きがえ|changing clothes,change of clothes
||hidden|n2|other|機関車|きかんしゃ|locomotive,engine
||hidden|n2|other|飢饉|ききん|famine
||hidden|n2|other|器具|きぐ|utensil
||hidden|n2|other|期限|きげん|term,period
||hidden|n2|other|記号|きごう|symbol,code
||hidden|n2|other|刻む|きざむ|to mince,to carve,to engrave
||hidden|n2|other|儀式|ぎしき|ceremony,rite,ritual,service
||hidden|n2|other|基準|きじゅん|standard,basis,criteria,norm
||hidden|n2|other|規準|きじゅん|standard,basis,criteria,norm
||hidden|n2|other|起床|きしょう|rising,getting out of bed
||hidden|n2|other|着せる|きせる|to put on clothes
||hidden|n2|other|基礎|きそ|foundation,basis
||hidden|n2|other|気体|きたい|vapour,gas
||hidden|n2|other|基地|きち|base
||hidden|n2|other|きっかけ|きっかけ|chance,start,cue,excuse
||hidden|n2|other|ぎっしり|ぎっしり|tightly,fully
||hidden|n2|other|基盤|きばん|foundation,basis
||hidden|n2|other|客席|きゃくせき|guest seating
||hidden|n2|other|客間|きゃくま|parlor,guest room
||hidden|n2|other|ギャング|ギャング|gang
||hidden|n2|other|キャンパス|キャンパス|campus
||hidden|n2|other|休業|きゅうぎょう|closed (e.g. store),business suspended,shutdown,holiday
||hidden|n2|other|休講|きゅうこう|lecture cancelled
||hidden|n2|other|休息|きゅうそく|rest,relief,relaxation
||hidden|n2|other|給与|きゅうよ|allowance,grant,supply
||hidden|n2|other|休養|きゅうよう|rest,break,recreation
||hidden|n2|other|清い|きよい|clear,pure,noble
||hidden|n2|other|強化|きょうか|strengthen,intensify,reinforce,solidify
||hidden|n2|other|境界|きょうかい|boundary
||hidden|n2|other|行事|ぎょうじ|event,function
||hidden|n2|other|恐縮|きょうしゅく|shame,very kind of you,sorry to trouble
||hidden|n2|other|教養|きょうよう|culture,education,refinement,cultivation
||hidden|n2|other|行列|ぎょうれつ|(1) line,procession,(2) matrix (math)
||hidden|n2|other|漁業|ぎょぎょう|fishing (industry)
||hidden|n2|other|曲線|きょくせん|curve
||hidden|n2|other|規律|きりつ|order,rules,law
||hidden|n2|other|斬る|きる|(v5r) to behead,to murder
||hidden|n2|other|気を付ける|きをつける|to be careful,to pay attention,to take care
||hidden|n2|other|金魚|きんぎょ|goldfish
||hidden|n2|other|区域|くいき|limits,boundary,domain,zone,sphere,territory
||hidden|n2|other|偶数|ぐうすう|even number
||hidden|n2|other|空想|くうそう|daydream,fantasy,fancy,vision
||hidden|n2|other|空中|くうちゅう|sky,air
||hidden|n2|other|クーラー|クーラー|cooler,air conditioner
||hidden|n2|other|釘|くぎ|nail
||hidden|n2|other|区切る|くぎる|to punctuate,to cut off,to mark off,to stop,to put an end to
||hidden|n2|other|櫛|くし|comb
||hidden|n2|other|くしゃみ|くしゃみ|sneeze
||hidden|n2|other|苦情|くじょう|complaint,troubles,objection
